romExtensionlessFileName,romFileName,romSize,romHashCRC,romHashMD5,romHashSHA1
"Mendel Palace (USA)","Mendel Palace (USA).nes",262144,12078AFD,B7B3BB47D15DE9D4A26EB431EE399AE2,5B4615452F8219DA66EDD1D9103178BEFCA3AD0A
"Meng Huan - Xiang Shuai Chuan Qi Zhi Xue Hai Piao Ling (China) (Unl)","Meng Huan - Xiang Shuai Chuan Qi Zhi Xue Hai Piao Ling (China) (Unl).nes",524288,736FEBC4,50101D10B79230A3293E6DDFB2BD73FC,B9335A1B48B6BD49A951B6E1911E918432B8279E
"Mermaids of Atlantis - The Riddle of the Magic Bubble (USA) (Unl)","Mermaids of Atlantis - The Riddle of the Magic Bubble (USA) (Unl).nes",131072,F05870D5,58B161263B44617C92B85AE680782C58,04E42EF95DE5C857C560B67743310F8777980745
"Metal Fighter (USA) (Unl)","Metal Fighter (USA) (Unl).nes",65536,11D08CC6,2956B171112843033E608A152DE6297B,D186EF4A396E9D80C3C5F105D80060DC3CB58008
"Metal Fighter (Asia) (Hacker) (Unl)","Metal Fighter (Asia) (Hacker) (Unl).nes",65536,0554394F,28B14AC52636AFE06CE3404E0E436C72,C637142DCAC082C2273525A327895594DE26F95D
"Metal Fighter (Asia) (Sachen) (Unl)","Metal Fighter (Asia) (Sachen) (Unl).nes",65536,7739672E,3CA3304155228C01BDFD747BCB50E4B5,CAAC1E829133851648BA7C7CD6EAA7D26A464999
"Metal Flame Psybuster (Japan)","Metal Flame Psybuster (Japan).nes",262144,BF93112A,28DDFCF1808D750771B4EFDABECFD9C3,4B16892605A318C91A54E813A9680DF7CA106BE6
"Metal Gear (USA)","Metal Gear (USA).nes",131072,817431EC,9CE6AF110EEAC2EB1BA8DB803D15391B,2783BEF3CC207E9BF57A65EEA5AB9B68E2214AF0
"Metal Gear (Japan)","Metal Gear (Japan).nes",131072,805F81BC,3481DE7A6D662D5BFDE2771F487FC135,77B974504E279B06A071BE7E936AEF57B7E13F1C
"Metal Gear (Europe)","Metal Gear (Europe).nes",131072,84C4A12E,8D67BBEB5B9A845BFA6CF0B2FCB15522,C00723784CE98FD9C1E60C02D1ECF592F0409D69
"Metal Max (Japan)","Metal Max (Japan).nes",524288,9509F703,F458676F51302D6AAB2F7A3ADCE97D6A,987DE59B4987056A29B53A11D93B76FCE4B34EAC
"Metal Mech - Man & Machine (USA)","Metal Mech - Man & Machine (USA).nes",262144,05378607,3221BC8B0462D7E140375C3D0DD458CD,2A371E9617262941B749C6C1198FB0CDB987B708
"Metal Slader Glory (Japan)","Metal Slader Glory (Japan).nes",1048576,B4735FAC,76313F6DF0FECC55EE19F761B391DA94,4AC3E9136706AB009EE2F68C7D009422D73EE8E8
"Metal Storm (USA)","Metal Storm (USA).nes",393216,BCACBBF4,BD7DA02AA57F292CFD3902F6A5B73A59,A51518866864020C3B22F2E700DB07E26EED76C7
"Metro-Cross (Japan)","Metro-Cross (Japan).nes",65536,E40B4973,107D74939C40EBEB2823F96277792B8E,217D01EDD1200D41588DA862926139E05BBAA02D
"Metroid (Europe)","Metroid (Europe).nes",131072,7751588D,51AB2FFD8583EAEA3A92F6FF67D9E6AC,68A55EAFCEFA3014A4771CB7983D7DB42F80456A
"Metroid (USA)","Metroid (USA).nes",131072,70080810,B2D2D9ED68B3E5E0D29053EA525BD37C,FDBFC7871962F72A1EF57E5A7E456164FB93430B
"Mezase Pachi Pro - Pachio-kun (Japan)","Mezase Pachi Pro - Pachio-kun (Japan).nes",131072,9C3E8FC0,0FCF05EBDEE41DE0A7C73AEAE62427D8,F80174D43CD6A508F3A3C6F95576F1BF1D7B9D69
"Mezase Pachi Pro - Pachio-kun (Japan) (Beta)","Mezase Pachi Pro - Pachio-kun (Japan) (Beta).nes",131072,9568EB74,39286B3C5516AA85A79A1A2FC813005B,C88716864533FA76795EDFAC6730E34BF7723CAB
"Mezase Top Pro - Green ni Kakeru Yume (Japan)","Mezase Top Pro - Green ni Kakeru Yume (Japan).nes",393216,3691C120,CEA756F17DF7AB067A4E432B13B49019,869BACF32C403E92D0FEAAD853F97A9E6D386BF3
"Michael Andretti's World GP (USA)","Michael Andretti's World GP (USA).nes",262144,942B1210,B99DAD6B8D4DD6E532CCA88A1D2968FD,4302E78042DEFE8219DDB174243034320E703BC7
"Mickey Mouse (Japan)","Mickey Mouse (Japan).nes",65536,9E4701CB,7AB7DF07A3DB00E35A84216F636ABCB2,1FD1BFA72C2415A89FA27DD486D78E3F5449A459
"Mickey Mouse - Dream Balloon (USA) (Beta)","Mickey Mouse - Dream Balloon (USA) (Beta).nes",262144,899213DC,08F7FB8C737A5BA9DA11B1560B7E770B,E1F51ACCBCC8A69D0A01637DA7FCCDF6A7D58BF2
"Mickey Mouse 3 - Yume Fuusen (Japan)","Mickey Mouse 3 - Yume Fuusen (Japan).nes",262144,57D162F1,BFA054299CDCC52BAE42C4135052B7BE,1153999DB45A7FAEDEFEBE9DA8C5448084B8AE23
"Mickey Mousecapade (USA)","Mickey Mousecapade (USA).nes",65536,7C6A3D51,1FD59D969AF9352F228AAC968636850A,1DBB1FFB39DDE15A006667331B98D52F1020B21F
"Mickey's Adventure in Numberland (USA)","Mickey's Adventure in Numberland (USA).nes",262144,6FB349E2,0C2871619F49701E398135E32E5B2381,5C29C234651DEFEA7CBAB55897CB1062CA038A01
"Mickey's Safari in Letterland (USA)","Mickey's Safari in Letterland (USA).nes",262144,982DFB38,0AFB69ECCA89ADBB0E648D0DF7EBA4F7,8FC3A23A8E89B1E952AC137C1E3F7C7181CBE777
"Micro Machines (USA) (Aladdin Compact Cartridge) (Unl)","Micro Machines (USA) (Aladdin Compact Cartridge) (Unl).nes",262144,24BA12DD,1A9DD4D395D4CAE369C586BFD4AFFF82,C7FD43041FC139DC8440C95C28A0115DC79E2691
"Micro Machines (USA) (Unl)","Micro Machines (USA) (Unl).nes",262144,9235B57B,46A92436A4899FD3ADC2F5097CDAA5DD,84908DC67C29BE8600184FC5525B9227C8AFF830
"Micro Machines (Europe) (Unl)","Micro Machines (Europe) (Unl).nes",262144,DB1FD64E,544D3812AC8510C919552B8AE3BA32F3,B093A65CA9E6006AC9D6BE2834DD8ADB03DD33AC
"MiG 29 - Soviet Fighter (USA) (Unl)","MiG 29 - Soviet Fighter (USA) (Unl).nes",131072,E62E3382,23C12009BBD32E33F3524E302F53E7F3,B74802F946D99A83E8E223B6F987E6482A8EC41D
"Might & Magic - Secret of the Inner Sanctum (USA)","Might & Magic - Secret of the Inner Sanctum (USA).nes",524288,532A27E6,DB90D490FAC141A6940AFB6F2F7B0F72,B3C1140173115651E50CCDF906CF078BCABBE3C7
"Might and Magic - Book One - Secret of the Inner Sanctum (Japan)","Might and Magic - Book One - Secret of the Inner Sanctum (Japan).nes",524288,9BDCD892,4C90B56953BBB3AECF6A150F633CC0DC,21A07723CD1E509E966147BA6C72118C9F199D58
"Mighty Bomb Jack (Europe)","Mighty Bomb Jack (Europe).nes",65536,842A3FD9,337422E3F827763CD03B59CABA401C36,FD45A6F9710258CAA30E42B0EF792D5779610260
"Mighty Bomb Jack (Japan)","Mighty Bomb Jack (Japan).nes",40960,9C521240,58A933D89D31E68B66448971D10C5522,3A36ED5C71472B59229FB2D03E281A1F0F3C2E31
"Mighty Bomb Jack (USA)","Mighty Bomb Jack (USA).nes",65536,AAC2E75E,AFA6D274A86D33CFB519515061704AF3,5DFEED691D44AD7FE8AADCD6FBE2914A210032CB
"Mighty Bomb Jack (Japan) (Rev A)","Mighty Bomb Jack (Japan) (Rev A).nes",40960,D40FA953,375CC99A310CB6FE77D984CD15E023FB,46E20CB20967BD28F6A65AA88DA247226D2D8753
"Mighty Final Fight (Japan)","Mighty Final Fight (Japan).nes",262144,2B160BF0,EFF2D999A9A379F1AB52037188AC3404,480D53A0C6FE97AD35BE8BFA6EA50D3FAD005486
"Mighty Final Fight (USA)","Mighty Final Fight (USA).nes",262144,3F78037C,BE4670792B17C74EECF3A0E7F37ECFE2,CC5BAC121D94B23D7581F4F443DD42F6CFE8EB67
"Mighty Final Fight (Europe)","Mighty Final Fight (Europe).nes",262144,7653103A,423854F5F4CFA9BDD429E1313EEC9BDD,6BA46BF1BC03FF07BF3E55BD8500E0979AB0E461
"Mike Tyson's Intergalactic Power Punch (USA) (Beta) [b]","Mike Tyson's Intergalactic Power Punch (USA) (Beta) [b].nes",393216,E6857563,A97B45E0D7B4E6FFDD4C9B1A22A97736,F95F9777C34562B40142C206586757E44E581A01
"Mike Tyson's Punch-Out!! (Japan, USA) (Rev A)","Mike Tyson's Punch-Out!! (Japan, USA) (Rev A).nes",262144,2C818014,5BC7FAC06E58FDA15FD981FD03572C34,B6F6BD9D78CDD264A117D4B647AEE3309993E9A9
"Mike Tyson's Punch-Out!! (Japan, USA)","Mike Tyson's Punch-Out!! (Japan, USA).nes",262144,92A2185C,1DDDE6A84E43AD524A3F81FBFE22F9FC,339EB36ACBBBEC96C8D177F0265253A5764CC1FB
"Mike Tyson's Punch-Out!! (Europe) (Rev A)","Mike Tyson's Punch-Out!! (Europe) (Rev A).nes",262144,25551F3F,674D1F31BE809615D4F352CB8C5F606B,7329A36D5C38270BBEBA4BC613A874550BE49CE8
"Mike Tyson's Punch-Out!! (Europe)","Mike Tyson's Punch-Out!! (Europe).nes",262144,3A4D4D10,BCE8E3F4878BEAF1315330696C1DF808,CDEA0B7036243E10C4E5455BE5A726B7D6A4D258
"Millionaire (Asia) (PAL) (Unl)","Millionaire (Asia) (PAL) (Unl).nes",49152,F8C358D7,D289B296EAF9E56D5108EED59077108C,5617015BD38C01926E0486387D687CDEC8526C0F
"Millipede (USA)","Millipede (USA).nes",24576,AE52DECE,F511C234F8B945AE885DADA03228BCD6,E95319304A88D63F832782F4CEC70518568E0672
"Millipede (Japan)","Millipede (Japan).nes",24576,77512388,23A61E1898062D82979C7A9A633E69BF,2246F8FCAD97C5A370FCC57DB37437478B2B4DA7
"Milon's Secret Castle (USA)","Milon's Secret Castle (USA).nes",65536,586A3277,C2CAB313CC367D53C83149BA0DF77CB1,2D01EEDA7638FD05F24DA7A7E26E2A60B5C394DF
"Mind Blower Pak (Australia) (Unl)","Mind Blower Pak (Australia) (Unl).nes",262144,60A59624,54357EB78DCDCB5B92B4A6F3B13B5153,C342904B63E84B8CCABF220C6E5598829C481BA6
"Mindseeker (Japan)","Mindseeker (Japan).nes",262144,ACE56F39,F2EF7E357127BFB0A40666740B7D22FE,BA630648DCD774311273C6520119D18CE0A0AA61
"Minelvaton Saga (Japan)","Minelvaton Saga (Japan).nes",262144,8EE25F78,2E90D5A18DC3CF2229CDD061ACB62C5F,86D2ED5BDF689CC0B0812654C21AEBCAD234DE3C
"Mini Putt (Japan)","Mini Putt (Japan).nes",262144,6439F53A,32AC2BE032A7E7B342687F8ED9D49046,EDF0853CA88C29E091D9E9040057DE64A1657AFE
"Minna no Taabou no Nakayoshi Daisakusen (Japan)","Minna no Taabou no Nakayoshi Daisakusen (Japan).nes",65536,555042B3,81115B54FCA5E7574F0D395E6A19B654,23E2F2EA74532766EABB7DF574D01C4540DE6617
"Miracle Piano Teaching System, The (France)","Miracle Piano Teaching System, The (France).nes",327680,9DF58E80,09BC5632EC55B176E79A830A9B79AAD9,ACC9C9EB5DEFDA865CB84BB6057D739EA4CFE5E0
"Miracle Piano Teaching System, The (Germany)","Miracle Piano Teaching System, The (Germany).nes",327680,B3974D6C,A09120858773DF99ADC23FBC4F1A9AA4,F3D84DCC9FDB48E3F638E4F3205384721C10F710
"Miracle Piano Teaching System, The (USA)","Miracle Piano Teaching System, The (USA).nes",327680,92C138E4,FA144048D6C9CE84024A54F7AE5D6360,7BF2E5DAD66CE253C25EC97CF27461C6475F044D
"Miracle Ropit's Adventure in 2100 (Japan)","Miracle Ropit's Adventure in 2100 (Japan).nes",131072,9F8336DB,5F0BFFE627B11D1C3675B1104368FC0C,4E2B75E0B249D2A1DB6B73A2F35636F514F7175D
"Mirai Senshi - Lios (Japan)","Mirai Senshi - Lios (Japan).nes",262144,E94D5181,2730B18A2A8B6FC1B7992A376A36DC44,3473FD11551A399041DDEEF6ADB45AE9D8D08B7D
"Mirai Shinwa Jarvas (Japan)","Mirai Shinwa Jarvas (Japan).nes",262144,0E1683C5,C9329C7401CE9B8A82000965F04A71BB,60814331AE3BF1CFF00D96AA41FF8BCC94D3C574
"Mission Cobra (USA) (Unl)","Mission Cobra (USA) (Unl).nes",49152,5DA9CEC8,397424778C34871BB8EE24F9DCEBE865,3166BB69095B7CBBD514AF6122C5ECE1257D76DB
"Mission Impossible (Europe)","Mission Impossible (Europe).nes",262144,1353A134,F2CE58CE718BA5D2676251E0EB152DCA,907BB39BEE4D1FC6B41F5980486F5381B76D456C
"Mission Impossible (France)","Mission Impossible (France).nes",262144,4ECD4624,41F165CC87869E5467709B824B205FCB,FEB5C3D0897EF256132E82049A8F7582C6BF03AB
"Mission Impossible (USA)","Mission Impossible (USA).nes",262144,E3C5BB3D,6B429A01F16F4A4C42EDE60C8B1CBC7A,85E43A81DBBB391122DF9FD39DA10F28F9329C34
"Mississippi Satsujin Jiken (Japan)","Mississippi Satsujin Jiken (Japan).nes",163840,E46B1C5D,F6E0211F2ABA2B8F554CB9CB5E526914,9909918FE693A0DAFB90748A8534DAFEC28D98B4
"Mississippi Satsujin Jiken (Japan) (Rev A)","Mississippi Satsujin Jiken (Japan) (Rev A).nes",163840,3293AFEA,CAEAAA15F0F1806499903DF85EEFF84B,E80FF0B707B0D675FDBEF474E3FDB1A83E2B7C44
"Mito Koumon - Sekai Manyuu Ki (Japan)","Mito Koumon - Sekai Manyuu Ki (Japan).nes",262144,CA24A1A2,6533D646DC0BDCA0C14563C2427FFB62,1693D06C9142DE5230ACF766F62FEBFF144A7370
"Mitsume ga Tooru (Japan)","Mitsume ga Tooru (Japan).nes",262144,C8EDC97E,E46B3344A28667BE0C8028EDFF9631CE,260D54B2605075945767E1ADEE382C81CE9C4513
"Mizushima Shinji no Daikoushien (Japan)","Mizushima Shinji no Daikoushien (Japan).nes",262144,09C1FC7D,975649261C2E6C20090CBD64B8B26425,B09F1843D84D7D4A018C65D22E3A0B9217A584B5
"Moai-kun (Japan)","Moai-kun (Japan).nes",65536,EC8A884F,F9C3ED69DC61E18BC9919397AD6627C2,AE9B29CA1A8FB67C6D43DD6841D1FEAB4E652DE5
"Moe Pro! '90 - Kandou Hen (Japan)","Moe Pro! '90 - Kandou Hen (Japan).nes",393216,9DC96EC7,E0C5EBA6FBBB4CED357C45CCAF1F64F0,0F4A2534C1A11309079E7F488F71E72E75A04BC8
"Moe Pro! - Saikyou Hen (Japan)","Moe Pro! - Saikyou Hen (Japan).nes",393216,3F8D6889,7EC0E69A24FFD6E65EBC2DB215DE6D51,16CA1128F019C9DE9F152F7CB7F06FBA30B6B5AB
"Moero TwinBee - Cinnamon Hakase o Sukue! (Japan)","Moero TwinBee - Cinnamon Hakase o Sukue! (Japan).nes",131072,9F03B11F,B99ACF44D428AA9182325CA80E6D504F,1247ACC920241CD3AE5CC9D200B41403EDFA1A71
"Moero!! Junior Basket - Two on Two (Japan)","Moero!! Junior Basket - Two on Two (Japan).nes",262144,175C4A3C,23480D4F2C01BAC646923D17C4AB5B36,CB9D5F7C4164DED9F9A507EFA0E7099791C32858
"Moero!! Juudou Warriors (Japan)","Moero!! Juudou Warriors (Japan).nes",262144,9EE83916,337A5BD1D28E7EA5319961644CDEA8F9,D5DD29B9402DA87F9D8600A76BDCD7A9C191D2AA
"Moero!! Pro Soccer (Japan)","Moero!! Pro Soccer (Japan).nes",393216,7F45CFF5,94DB462CA33822DB2CC76D1FD5018A6B,42808D943102D97057F09D9C4235196825DF55CC
"Moero!! Pro Tennis (Japan)","Moero!! Pro Tennis (Japan).nes",262144,6C61B622,1E5B6D6A3B9F82E822C10068201817ED,CB130F4E4CAE6DDB112CFE96024BE1D3292DD84B
"Moero!! Pro Yakyuu (Japan) (Rev 3)","Moero!! Pro Yakyuu (Japan) (Rev 3).nes",196608,F1E6B576,09D32D4CE80E4E9A38CB7593F491C002,89C455E1793A1603BB977AD7215AB308B3586958
"Moero!! Pro Yakyuu (Japan) (Rev 2)","Moero!! Pro Yakyuu (Japan) (Rev 2).nes",196608,5D2444D7,5D6015794B6FC55B6487AA65AE61BE78,F602F841744E7B077148655DF01B0F03E4EDA625
"Moero!! Pro Yakyuu (Japan)","Moero!! Pro Yakyuu (Japan).nes",196608,30BF2DBA,8E3CC32DA81864FC6F7A65010A400763,5E5C20907A3EFA2768C0BD35AC518DAD607F7902
"Moero!! Pro Yakyuu (Japan) (Beta)","Moero!! Pro Yakyuu (Japan) (Beta).nes",196608,C739E88E,4DC4EC12DC6C147D894C272A7BB17E6A,4566CF3EEFE2B8C627AF42EBBA1014F178956718
"Moero!! Pro Yakyuu (Japan) (Rev 1)","Moero!! Pro Yakyuu (Japan) (Rev 1).nes",196608,90F3F161,231532551A0D61DAE01C6DFE2AA86CF4,CCDAA5DC16C314BC9BACC9D4AAF7C91818C1EF05
"Moero!! Pro Yakyuu '88 - Ketteiban (Japan)","Moero!! Pro Yakyuu '88 - Ketteiban (Japan).nes",393216,B297B5E7,306F99C7B976E504D08ACF422A8EC657,493398472DFF732C8EF99A123B51F70DCD33B291
"Moeru! Oniisan (Japan)","Moeru! Oniisan (Japan).nes",262144,F96D07C8,2E8B031B912167FA45A5FAE8C742FDDE,85FC84B1E9031631A437A0BA47A0B1FA1256A808
"Momotarou Densetsu (Japan)","Momotarou Densetsu (Japan).nes",262144,B5576820,0BE8982F9184B6DA392EEB959EC39D8D,AF74AE8FFBDEF1D10323EF3D18EBB421A4F4CB21
"Momotarou Densetsu Gaiden (Japan)","Momotarou Densetsu Gaiden (Japan).nes",524288,9C58F4A6,80B66998F473539485B9ECE71C864AF9,ACE5A3F65FB4AB801F1989C05BFA39FC7877F8EA
"Momotarou Dentetsu (Japan)","Momotarou Dentetsu (Japan).nes",262144,1027C432,27C67D394F42BD3DBE28E227E83A872E,428B6712065580DF4C0060B83FFA84EAFCE475E6
"Money Game II, The - Kabutochou no Kiseki (Japan)","Money Game II, The - Kabutochou no Kiseki (Japan).nes",262144,B9AB06AA,BA7D503614962B113EDE58D393B2734C,24FB3EC622FDF6D46F487A71B1AD5C645218928A
"Money Game, The (Japan)","Money Game, The (Japan).nes",163840,CFD4A281,FFE0AEA7CEF062D539A1CF379A03B5D2,A516F40DCBB75D2200469A1D2939D7497DBD879D
"Monopoly (USA)","Monopoly (USA).nes",262144,9747AC09,FE0D9E38B3439D1E2FCF0AC2399A5347,67FD2B7B9B72B8635515BB37926D77970720E3D6
"Monopoly (Japan)","Monopoly (Japan).nes",262144,86759C0F,C604B7902A49C8F757EAFBC8D94BEE53,E065A0A51BC01A85DC96492501086A13BF803A3A
"Monopoly (Germany)","Monopoly (Germany).nes",262144,39BB6616,01D59ECFF423CA38ADEEE7AD8370FDDC,642A6A16122667E232649DA2991BD9DCA3DBF807
"Monopoly (France)","Monopoly (France).nes",262144,03B8DEFA,9A79A48ACAE5009C10400CB9289C25F4,BBFDB9CD157624CD42A8E02727A5B3B126448F2F
"Monster in My Pocket (Europe)","Monster in My Pocket (Europe).nes",262144,80250D64,33427756C0C58FE934F13FC408AC7EC2,8404E8E40C1421ACA7436E69C58EABAC8BC6B677
"Monster in My Pocket (USA)","Monster in My Pocket (USA).nes",262144,E542E3CF,AC30D59EAB5E2240EB5C6C53F41EC49B,2990A31D46210DEF8E1F4A225587CD15F512979F
"Monster Maker - 7 Tsu no Hihou (Japan)","Monster Maker - 7 Tsu no Hihou (Japan).nes",262144,FB1C0551,2C64927CAEE419AC7F125083EEBCBC96,68F558CFF6D8AA33BF5584597BC7E79BBA0F09BD
"Monster Party (USA)","Monster Party (USA).nes",262144,02B9E7C2,DDCDB6AA8270A55EAD3E1474CC2FD0DE,216A5B83111C2936998AF147E19A8A8CD73D8870
"Monster Truck Rally (USA)","Monster Truck Rally (USA).nes",65536,2F698C4D,1309FA33E953AE709985320AF74070EC,3C0FF6F5760DE40C6701B7D07C1C6DFC6B022042
"Moon Crystal (Japan)","Moon Crystal (Japan).nes",524288,26E39935,FFEC8E159BE007853E63ACC41F1E17B4,3DC0CF9EBCFA2CA98073EA5F0B34C4CE67D2582B
"Moon Ranger (USA) (Unl)","Moon Ranger (USA) (Unl).nes",131072,14A81635,24EB36572ED49214E60C431635108509,1EB59BC8A07F9D8B41F6F04E5C16B98F2E9975EC
"Morita Kazuo no Shougi (Japan)","Morita Kazuo no Shougi (Japan).nes",139264,9E356267,9E8FAB33FAF7E2415F26353BCC3FCC8F,9666209B62FCF572EA695BAA2B8979AD06E69CFD
"Mother (Japan)","Mother (Japan).nes",393216,20CC079D,7566DEB93E107DF478E47125BFD78EE3,196F0CC52131AD059F26322EBD0CE68D9A8727D3
"Motocross Champion (Japan)","Motocross Champion (Japan).nes",262144,E6C9029E,F42C663CA8CF26107EE0B62AB6D0278D,6D2C083AC45A7A0A1F7E7754875F8E6A993B7C17
"MotorCity Patrol (USA)","MotorCity Patrol (USA).nes",262144,0A0926BD,66ADCC08873E2AAB3FF548F45F3347D7,1A24546ED1E0AB0010BA7F7205E06EC121583D17
"Mottomo Abunai Deka (Japan)","Mottomo Abunai Deka (Japan).nes",131072,F89300FB,BF8547A4B1EEA2A7A7E6F3D94140E163,23B6A40970E21F882B68348B01014DB29F5A6B3B
"Mouryou Senki Madara (Japan)","Mouryou Senki Madara (Japan).nes",524288,E1383DEB,2D9BC331E80CB23977B811B2760104B9,F002058527461A857BD74E51FEE2BF3820CE9BA6
"Mr. Gimmick (Europe)","Mr. Gimmick (Europe).nes",393216,A713DD30,592CC41069FC872A625D2703D342A224,985972817C937B24DF9A06F354B5C3C0B51B15D2
"Ms. Pac-Man (USA) (Unl)","Ms. Pac-Man (USA) (Unl).nes",40960,43D30C2F,05A599D5E76C5820F6C18D10E67448E5,78FAFABFF0EE4092CC505E003385CEFA43AF3CB5
"Ms. Pac-Man (USA)","Ms. Pac-Man (USA).nes",40960,B6D2D300,B7F24E66A7DF5D102023977AB887D97E,F92161296E7CBA0B9A573D00EABF8581914BCA56
"Muppet Adventure - Chaos at the Carnival (USA)","Muppet Adventure - Chaos at the Carnival (USA).nes",131072,7156CB4D,6E1F4BA07536633B170FE32E65B6DD5A,03A111AC0FA78E566814D6F9296454BFC34E7B3C
"Musashi no Bouken (Japan)","Musashi no Bouken (Japan).nes",262144,70F67AB7,1D8BBC8316F06AC14A2B0333BD154060,BAFDA6F94945988966370FA377263E83A27DACE6
"Musashi no Ken - Tadaima Shugyou Chuu (Japan)","Musashi no Ken - Tadaima Shugyou Chuu (Japan).nes",65536,9D34EDC5,903C066017D2B36FB2F005A6A693AC41,2DCC26DFCA2CF215AFCAB0C61D4252030E842CB1
"Mutant Virus, The - Crisis in a Computer World (USA)","Mutant Virus, The - Crisis in a Computer World (USA).nes",262144,7DCB4C18,23AB1C7CF9E7C09D8A2F09AEC396011A,692F7A326C9FF9303D986CF520A6D50467B4BFBE
"My Life My Love - Boku no Yume - Watashi no Negai (Japan)","My Life My Love - Boku no Yume - Watashi no Negai (Japan).nes",524288,26049798,1434CDA9CD1097736C5883F4FBE15C30,399965007CBAAFA80A51F1F19BD33675401A6D56
"Mystery Quest (USA)","Mystery Quest (USA).nes",65536,B5D28EA2,074937A74687DBB52F0C586CBC34D9BF,2AB7CBFF5AAABC0122170286D64B8ADE1052B98F
"Nagagutsu o Haita Neko - Sekai Isshuu 80 Nichi Daibouken (Japan)","Nagagutsu o Haita Neko - Sekai Isshuu 80 Nichi Daibouken (Japan).nes",65536,E8AF6FF5,1ECACA5F9E9A4C265A14118CD4BF3F1B,07A0C2F056AA23451FB94FDD163367747FC677F2
"Nagagutsu o Haita Neko - Sekai Isshuu 80 Nichi Daibouken (Japan) (Beta)","Nagagutsu o Haita Neko - Sekai Isshuu 80 Nichi Daibouken (Japan) (Beta).nes",65536,FE9FE4DA,A29F43DFC8897A766FC34225F0072F73,8C54307601B0680E10FC0F311FCE9E707868D929
"Nakajima Satoru - F-1 Hero (Japan)","Nakajima Satoru - F-1 Hero (Japan).nes",262144,768A1B6A,89305006BC5E76876884E95D6ED7D797,1A8984C30881B474C7D48FEC72440A6FF0783FDE
"Nakajima Satoru - F-1 Hero 2 (Japan)","Nakajima Satoru - F-1 Hero 2 (Japan).nes",262144,1C2A58FF,C1AF6BB2382AA8C581D9F31D533C619D,1353210C0760D1A647B8DAC8A7EDA1E9D3659E89
"Nakayoshi to Issho (Japan)","Nakayoshi to Issho (Japan).nes",393216,FFE8507E,6435D290673BF8DFBDF7FA2827A92CBC,F561D6DA26CFED1EA1E583D39100552820D4B015
"Namco Classic (Japan)","Namco Classic (Japan).nes",524288,4C5836BD,00A4CD4D55BA9340C20746BB2B616240,15D18D54FA3C3739F9457FF92805C11FE930DDB7
"Namco Classic II (Japan)","Namco Classic II (Japan).nes",524288,684B292F,7FE97FC2F596222EBA5879264F8E60BA,02402F160743E867D4E3E98D66CB6B6C91AD9D02
"Namcot Mahjong III - Mahjong Tengoku (Japan)","Namcot Mahjong III - Mahjong Tengoku (Japan).nes",262144,91AC514E,F96215965480A64A93E0DE13172D1B7E,BE575ABE0A31D0330A148396EE41441B334921DD
"Nangoku Shirei!! - Spy vs Spy (Japan)","Nangoku Shirei!! - Spy vs Spy (Japan).nes",131072,10D62149,F738BB23C5FB062134D83B6B6E7A9DAC,E8E2A31D40139C64442390FBEFBE6ECAF15EB89D
"Nantettatte!! Baseball (Japan)","Nantettatte!! Baseball (Japan).nes",262144,A2623BC1,A81BB8F39CDDD6AF0F2AEA4D456998D7,1CE1BBA4E6BEFBE7145EA9A9078C8A6C1A5FA1A8
"Nantettatte!! Baseball (Japan) (Sample)","Nantettatte!! Baseball (Japan) (Sample).nes",262144,D754F500,E1A04E35BE670226EAB4445AF47CE0E0,BC5BB725753F52F09A89F23166C0818EBAAAB2BD
"Nantettatte!! Baseball Ko-Game Set '91 Kaimakuban (Japan)","Nantettatte!! Baseball Ko-Game Set '91 Kaimakuban (Japan).nes",278528,6C039D11,62CAEF9DB6421B10BD83C11E990E44F0,6E425963C493CD45417E471E77F9ECB8FF06B319
"Nantettatte!! Baseball Ko-Game Set OB All Star Hen (Japan)","Nantettatte!! Baseball Ko-Game Set OB All Star Hen (Japan).nes",278528,A5275B36,C5C8511D78BAADF2B927B7FE63E79546,4E6AD8351A5B2818D15D5F0D9C23567FD7C7F2F5
"Napoleon Senki (Japan)","Napoleon Senki (Japan).nes",163840,06144B4A,0AAB8A08F3B1C48DB3B6800163F4360A,DBEE392976D8C8F079CABC38F65B3A92001D30EC
"NARC (USA)","NARC (USA).nes",131072,0537322A,8FE1DB994026EDE8C0993B6F4B9AF408,40F7287B34A8B9A5729685A58C65DF3078664DB8
"Navy Blue (Japan)","Navy Blue (Japan).nes",131072,69BCDB8B,0922D5E8157624DF8C5C8DBF1016B440,0DFFB53FB89240FEF1967D51969508B15F8EEBBE
"Nekketsu Kakutou Densetsu (Japan)","Nekketsu Kakutou Densetsu (Japan).nes",262144,37E24797,73AC2D914EF33ECC430EB7801E88282B,E7AD3BE8DB19F705CB4BF834554FD8E0CC20E4E2
"Nekketsu Kouha Kunio-kun (Japan)","Nekketsu Kouha Kunio-kun (Japan).nes",131072,A7D3635E,C7BFECB24884CA7D2599B8DE7F39EA68,9F3DE783494F7FF30679A17B0C5B912834121095
"Nekketsu Koukou Dodgeball-bu (Japan)","Nekketsu Koukou Dodgeball-bu (Japan).nes",262144,62C67984,BFA3D0837FEF34C95119D932C6727635,14CFB1BB84C5B26EA996F9D53DF645EC5DBB4E81
