romExtensionlessFileName,romFileName,romSize,romHashCRC,romHashMD5,romHashSHA1
"Tsuppari Wars (Japan)","Tsuppari Wars (Japan).nes",262144,972D08C5,D8B01392FB77D6B936E2B0A70B08A7D4,C8221914B4F67D01023BEFD3C0F8B438E40A9199
"Tsuri Kichi Sanpei - Blue Marlin Hen (Japan)","Tsuri Kichi Sanpei - Blue Marlin Hen (Japan).nes",131072,5A18F611,C142D48A370824E8E955BFA0DEFF2B30,77241A57CB0B40D9ECAC451F86198ABBACBC717C
"Tsuru Pika Hagemaru - Mezase! Tsuru Seko no Akashi (Japan)","Tsuru Pika Hagemaru - Mezase! Tsuru Seko no Akashi (Japan).nes",262144,652F3324,134B609896E3C832E4FD303FD9629D57,4E95EE4C36680E4D5171F3B59F4CCA66A6578051
"Turbo Racing (Europe)","Turbo Racing (Europe).nes",262144,4D1DF589,D8E346A18B8186CFB453E994C945090E,4C33CE3EE708AD9D3C9F1809EA47BF7A2797EAE7
"Twin Cobra (USA)","Twin Cobra (USA).nes",262144,0EF730E7,6E801AA41E57C4CE982D79F8E77EA022,834BF676BE8761585D72B05E14B44AFB8F5A0F90
"Twin Eagle (USA)","Twin Eagle (USA).nes",131072,CF26A149,3BB2E2224C4B8209634E59C1752FAEF3,20B84965ABAD72421F67854FE3C7959BED7E256F
"Twin Eagle (Japan)","Twin Eagle (Japan).nes",131072,3CF67AEC,A4117F93C7FCF00416D534CD5C9FC364,79322C45769008E40D01D83B15B9D872E160B40F
"Twin Eagle (Asia) (PAL) (Unl)","Twin Eagle (Asia) (PAL) (Unl).nes",65536,DDA190F9,02A8A97D323B5775374737797CE56A25,6CB91EF73979A7C8893896E1B45A3E56FAC9E832
"TwinBee (Japan)","TwinBee (Japan).nes",49152,985B1D05,22FB493A8E19550A82B593982F8DB840,3AEADF8A86CED1B4E2D824AA39669F26AB00BB0B
"TwinBee 3 - Poko Poko Daimaou (Japan) (Beta)","TwinBee 3 - Poko Poko Daimaou (Japan) (Beta).nes",262144,203583D5,F0A43C0BD12DCB3E73AC7F7D3BBEA47D,BDAA842F8C203D06CDCAA7B550D582DFA9D395CE
"TwinBee 3 - Poko Poko Daimaou (Japan)","TwinBee 3 - Poko Poko Daimaou (Japan).nes",262144,D7FABAC1,554F2359C6F55ECBD3A845FBE3931BF3,5633AC906453F33819A79D395CC612B5098F0B8B
"U-Force Test (USA)","U-Force Test (USA).nes",40960,EE7E61DE,8C01AEBEA469DF10F58B0779551F3B69,BBD06B0B70C22F4196D27888C3F0313F610BF9DE
"U.S. Championship V'Ball (Japan) (Beta)","U.S. Championship V'Ball (Japan) (Beta).nes",262144,D7077D96,D49344C12514BCD5660DC7E9BAA9F910,5656DB8DB3F4E52461354BB6E6A2B314B5FEE5FF
"U.S. Championship V'Ball (Japan)","U.S. Championship V'Ball (Japan).nes",262144,213CB3FB,92C5256D35E3C10295A9F0E95685EB47,44B6EC42BEBD50E9165E502880198B1804AAA775
"Uchuu Keibitai SDF (Japan)","Uchuu Keibitai SDF (Japan).nes",262144,BB7F829A,BD48EA281FE8145A5BDCD95B291DF00B,BC7393653D04F3E3D35E3D0623ACA4A2C27E0AA1
"Uchuusen - Cosmo Carrier (Japan)","Uchuusen - Cosmo Carrier (Japan).nes",262144,3D1C3137,1594A09549CA518D4415930F2145C796,23D302B901C2B6C1E969BAB7B2A45C392C06FB5B
"Uforce Power Games (USA) (Proto1)","Uforce Power Games (USA) (Proto1).nes",65536,B459EDC4,4F315C4025A41DA0EC2768410B2F7A73,CE62E3FA66A70EB706E2D6E0417FF88722E5CF1D
"Uforce Power Games (USA) (Proto2) [b]","Uforce Power Games (USA) (Proto2) [b].nes",65536,D996AB4E,54AE3E9CDEFBBA2E06CF2A0AF1774693,8554112E83B5978F5D4EC6E4551F390D5F698E00
"Ufouria - The Saga (Europe)","Ufouria - The Saga (Europe).nes",262144,4EC0FECC,DB90DD8C79C6709DD29C9892BA3AFC5E,B12B3C850A11A05334C04AC19C2CDAF9A8427843
"Ufouria - The Saga (Europe) (Beta)","Ufouria - The Saga (Europe) (Beta).nes",262144,56F05853,2D7DA76BF56053FDDD02A741DDC4F0E8,DDE1A3900E54047AFDB65C5E48B0480639E98F7E
"Ultima - Exodus (Japan)","Ultima - Exodus (Japan).nes",262144,250F7913,61BB41BB32659344AD7B67073D773DCA,957ECC025DE4177AB582E7309DFF283F16DC7130
"Ultima - Exodus (USA)","Ultima - Exodus (USA).nes",262144,A4062017,A4317A080EA111C8BE02ED7C23CC8977,053DAE5A60DAB8AF9BDD8C70BE72A805276658EB
"Ultima - Quest of the Avatar (USA)","Ultima - Quest of the Avatar (USA).nes",262144,A25A750F,90E1D4C2FB8765A0D97F08DC10522B87,168EB95578671562D0B1532AA78162AD13A363F8
"Ultima - Seija e no Michi (Japan)","Ultima - Seija e no Michi (Japan).nes",262144,71D8C6E9,B1063A359258EDCC39DD2352C7F22A7A,2BE4ADD0035AC8E5669E3E3B4B6C47F94291F555
"Ultima - Warriors of Destiny (USA)","Ultima - Warriors of Destiny (USA).nes",262144,4823EEFE,65DD13BBA2FEEB90E13567BE72F8795C,017E9F14580B76AAE9ED2C0F1BF36864D1F6E165
"Ultimate Air Combat (USA)","Ultimate Air Combat (USA).nes",524288,E387C77F,3A40BD294FDADF1E6905D6D6B4467FF3,7F1485F855165960C95562E19509A1E2380D13C8
"Ultimate Air Combat (Europe) (En,Fr,De) (Beta)","Ultimate Air Combat (Europe) (En,Fr,De) (Beta).nes",524288,690AFE9F,3B6C1DC3416FA457AE9B9594C1BB758E,617C38F02EA4976DFA38A5BF8FB976AB7528F9B4
"Ultimate Air Combat (Europe) (En,Fr,De)","Ultimate Air Combat (Europe) (En,Fr,De).nes",524288,C0F251EA,2F2810028D3418A41CEC2CDDD7508770,B39BDA18F397132D63A37B6F7AC86EE82F96EC6B
"Ultimate Basketball (USA)","Ultimate Basketball (USA).nes",262144,9F6CE171,BFB97B84CAD4DC9FC995149F3A21AB15,3A7D827513166F20E09B80E6EDC2870AFEA709FB
"Ultimate League Soccer (USA) (Unl)","Ultimate League Soccer (USA) (Unl).nes",98304,831F9C1A,9472983959633C0B2A0837F83BFD35F4,615E810A5DBA3C34112628F0349C4ABC0E2AEE54
"Ultimate League Soccer (Italy) (Unl)","Ultimate League Soccer (Italy) (Unl).nes",98304,FFFDC310,95965D7F74FF3B95BAA5609446522B94,C8983B705D6A413DEBFDEF1CE1567C11C39E212E
"Ultimate Stuntman, The (USA) (Unl)","Ultimate Stuntman, The (USA) (Unl).nes",262144,892434DD,8D5CC0992F154DA981FAD8CEC4D2BAB4,DFD47797DEDDDB36F5CA73F0E7D994ED792E2ADF
"Ultraman Club - Kaijuu Daikessen!! (Japan)","Ultraman Club - Kaijuu Daikessen!! (Japan).nes",393216,9ADFC8F0,84E7650F632437116022AC181EF28510,371882429C5E4DA94BAEFEF79D361D4CD99069BE
"Ultraman Club 2 - Kaettekita Ultraman Club (Japan)","Ultraman Club 2 - Kaettekita Ultraman Club (Japan).nes",262144,7980C4F7,4720FA58E54C1BDB87AC58B2E2C3584A,628C939613699CE59A0699DE1341535E414D4C51
"Ultraman Club 3 - Matamata Shutsugeki!! Ultra Kyoudai (Japan)","Ultraman Club 3 - Matamata Shutsugeki!! Ultra Kyoudai (Japan).nes",393216,923F915B,18BD61A86885B2F5D08CB8E0197AA1D9,CEF84201B09F138C5552119F805B8AB2E4BE07DA
"Uncanny X-Men, The (USA)","Uncanny X-Men, The (USA).nes",131072,2D41EF92,1C890BA198DF5082FA320A362F04AF5E,34C1981EF6407280B2C2EC2CAD0492C565DBB2ED
"Uncharted Waters (USA)","Uncharted Waters (USA).nes",655360,ACA15643,7FD0BA36661E551886D4A106A6D559DA,37267833C984F176DB4B0BC9D45DABA0FFF45304
"Uninvited (USA)","Uninvited (USA).nes",262144,9BAC73EF,B58849A42CA5E7E980B884B2D8351900,6802A12A7A33D09C6DA6185A59DB69FDD5A9A6D9
"Universe Soldiers, The (Unknown) (Unl)","Universe Soldiers, The (Unknown) (Unl).nes",65536,3B90D11E,DB9BCB179E13FBEF4C19F4C64D504E7B,ECB3AF4F6CDCCA206E6F2C759861A43FF9233C1F
"Untouchables, The (USA) (Rev A)","Untouchables, The (USA) (Rev A).nes",262144,588A31FE,257DC9ACAD2381EEE2841C838F4CCE39,40236889D1A2F153A2925A986064DB942E22C136
"Untouchables, The (USA)","Untouchables, The (USA).nes",262144,209F3587,65B1BB3791D28F22E173D35DF82E292B,D04D27FF1F5161B29AD1BB1EE3A610439DD0C9B9
"Untouchables, The (USA) (Rev B)","Untouchables, The (USA) (Rev B).nes",262144,20C795EB,DFA55BCAA9D2D3CF12ACFB819B315745,ED281797EFF64CBA96897B59D85AE5E61F67353A
"Untouchables, The (Japan)","Untouchables, The (Japan).nes",262144,DA8F65AE,5D4B82090FD752DD80A96397C3EC3E5E,EB9F00FAA42A80A1E3AF0A1B9F8C4547E55520EA
"Urban Champion (World)","Urban Champion (World).nes",24576,656D4265,CB7F1463C90CDCDF5EF315C125F12FE2,9DF9BB3775E8CCA0214E3765CDC0443EF81636C4
"Urusei Yatsura - Lum no Wedding Bell (Japan)","Urusei Yatsura - Lum no Wedding Bell (Japan).nes",65536,0DA5E32E,9B43BDDFCEB7CBEE58D32B2E1BA753E1,17C22C6A3E2601BD48518B6858C746CB1A4F3130
"Urusei Yatsura - Lum no Wedding Bell (Japan) (Beta)","Urusei Yatsura - Lum no Wedding Bell (Japan) (Beta).nes",65536,2B750BF9,8AFF3FCDA753DEBC3AD01D5716320553,5F11E7570C9385BE4FA9F70D93D8E2143E6B6703
"USA Ice Hockey in FC (Japan)","USA Ice Hockey in FC (Japan).nes",262144,91D52E9A,2E5D474FE99029695A2E2E940AD1C5C8,324CC9A7A8CF0E6C0FD06244D2BC4C3A231CF440
"Ushio to Tora - Shinen no Daiyou (Japan)","Ushio to Tora - Shinen no Daiyou (Japan).nes",393216,A58A8DA1,99552570212D49EF461037D1A5D46411,1AD0D85866C887FA924C890E3E1ADBC0A9F5F0B2
"Utsurun Desu (Japan)","Utsurun Desu (Japan).nes",262144,20C5D187,357727C5A29B2A801382B4D744080FC3,DC1F84680B755D429D7E2779CABA1D2986582F30
"Valis - The Fantastic Soldier (Japan)","Valis - The Fantastic Soldier (Japan).nes",131072,C76AADF4,E907C8E985EA0FDC87D8AEEBB6E71D47,FD573128FA399947A1EF6B31EEDE81C8043F33B5
"Valkyrie no Bouken - Toki no Kagi Densetsu (Japan)","Valkyrie no Bouken - Toki no Kagi Densetsu (Japan).nes",65536,C6ADD8C5,6D7F0B19C764A04D2AF762A4791B096C,196D7B083C0A93088D88472BB799069D47D40088
"Vegas Connection - Casino kara Ai o Komete (Japan)","Vegas Connection - Casino kara Ai o Komete (Japan).nes",262144,57E9B21C,46EB603A83A02DACF3DEBA6E546C5067,1CDC08894F9CCE3BF0550CC271390379EC0CF5E6
"Vegas Dream (USA)","Vegas Dream (USA).nes",262144,C973699D,C6E44AE491905E4A7C3AB8E5BA3504A3,CEE869B39C4154723FEF6184053DD37A9211BC23
"Venice Beach Volleyball (USA) (Unl)","Venice Beach Volleyball (USA) (Unl).nes",65536,882E1901,4608E72C37168A59E30ABF045C0807C7,38A8CA06E6A97FA6E5AB2DB25B7DCB3C2433971D
"Venice Beach Volleyball (USA) (Beta) (Unl)","Venice Beach Volleyball (USA) (Beta) (Unl).nes",65536,C226157D,AE8103C0C8253D1FB15B8FDF6C2FC4A3,39E5DF79DF773672A4CA76A74C5B84BA3C3054CA
"Venice Beach Volleyball (Asia) (Unl)","Venice Beach Volleyball (Asia) (Unl).nes",65536,2DEB12B8,EB03E843F0566FD11BD9B327D4384E74,300034413698A5E4D4245C03CFD183D603833A0C
"Venus Senki - Back the City (Japan)","Venus Senki - Back the City (Japan).nes",262144,1D8BF724,02BD507311CE4188E87BF8DA70C5DD70,3954B966C85FEE05E15DB443F00B7816D565BF21
"Vice - Project Doom (USA)","Vice - Project Doom (USA).nes",262144,753768A6,7D836D9DFA536DB69D929935A1E28BF3,7C6B67AC78B39C6610C27EED0C54B836D7034847
"Videomation (USA)","Videomation (USA).nes",32768,5E66EAEA,4C92E4F0C6BF73FAB372C5A86BB60021,3E24EDD8C06713B775EAA66F3468F71693A542A9
"Vindicators (USA) (Unl)","Vindicators (USA) (Unl).nes",98304,A8F5C2AB,C6BD44FE9A5E270E2700FADBA091AC8B,DC2E87C1237276F93E418FE3A62A9DD7747C6559
"Virus (USA) (Beta) (1990-02-02)","Virus (USA) (Beta) (1990-02-02).nes",49152,5EDEC8CD,0DA7C7EA9A12C80A92475E2117FEBEBF,BA0429D47E0C0E0E83AFC987CA65ECC0FF809935
"Virus (USA) (Beta) (1989)","Virus (USA) (Beta) (1989).nes",40960,A9068D17,9D7EECAA5731CED18F6AD9B6591A4411,4E95BE231674603BD106443E4AE581C87C00C867
"Viva! Las Vegas (Japan)","Viva! Las Vegas (Japan).nes",262144,D6FE9826,DDAB51698BD2D4CE26312C19CE3F9D3A,E18172B26E96182B83574AA28AC3BB1725A4051F
"Volguard II (Japan)","Volguard II (Japan).nes",40960,FDE14CCE,D2DE07362289BC248AA81772D0C8F021,CC14D1CF59EF632CDB230601D029A5A9758EAB35
"Volleyball (USA, Europe)","Volleyball (USA, Europe).nes",40960,27777635,7A471AC3E9F2ED9B252C0EE6C5B69F5B,BF2E3B079771BC20C48BEFBA9F05BF6504C2D6FE
"Wacky Races (USA)","Wacky Races (USA).nes",262144,401521F7,9CA3418958E5D58E8E2FBB9ABF13BE51,AD84F67AFE85E87D055E14C67C563E8307F6CD09
"Wagyan Land (Japan)","Wagyan Land (Japan).nes",196608,2A01F9D1,60D03E838FC7C90CDF35C68CD265A0FA,A4B57C424744D232C059ED7745ED41B280DFD73B
"Wagyan Land 2 (Japan)","Wagyan Land 2 (Japan).nes",393216,1DC0F740,4238F0A8612EA6B4BCBD39C416A64321,97E7E61EECB73CB1EA0C15AE51E65EA56301A685
"Wagyan Land 3 (Japan)","Wagyan Land 3 (Japan).nes",524288,D323B806,9162786A869B583B0726669919840449,3D554F55411AB2DDD1A87E7583E643970DB784F3
"Wai Wai World (Japan)","Wai Wai World (Japan).nes",262144,8A96E00D,F1ADE0B4C5EF48E27D1E4256E8521709,D273629B112C8C11A133FA944874B9C21295AEFE
"Wai Wai World 2 - SOS!! Paseri Jou (Japan)","Wai Wai World 2 - SOS!! Paseri Jou (Japan).nes",393216,8B03F74D,2A34BC509950F95C1D80DEF607390A05,2B1C7C4871FFE07639C75C1861AE8CA0F7638C60
"Wait and See (Russia) (Unl)","Wait and See (Russia) (Unl).nes",393216,BC7364BB,2DE8D9BFA4DFBD40CF0FB3BB1ED0F47B,547B72B4D8D808775C1BC261911A61025C5CDC78
"Wall Street Kid (USA)","Wall Street Kid (USA).nes",131072,B6661BDA,9C82AB408B77C29C2A2469879C6384B7,C260D62429F2AE3A49C1F969F664D17F44319165
"Wally Bear and the No! Gang (USA) (Beta)","Wally Bear and the No! Gang (USA) (Beta).nes",131072,6025C660,AA52C495779B675A00C13B7D6DA1A387,055A9529D07E17C77DD7BDF5620653B61DFC422F
"Wally Bear and the No! Gang (USA) (Unl)","Wally Bear and the No! Gang (USA) (Unl).nes",131072,81ECDA0D,FB00FB62C7DBF36B16032FF71E3DB32A,76B3C6118C1B9186F692068A5C5B969917951B96
"Wang Zi Fu Chou Ji (China) (Unl)","Wang Zi Fu Chou Ji (China) (Unl).nes",1048576,90150FAC,408EA0070EA6932119CB1ED550567D1F,0D6DDA4AF970459D532957D50B937CA42395CF8F
"Wanpaku Duck Yume Bouken (Japan) (Beta)","Wanpaku Duck Yume Bouken (Japan) (Beta).nes",131072,98C7B4DA,9C1ACC80D4C770E8AD259329F0C7FBEA,664D49AF3E0C7148B23FD3814C25C79864A2C622
"Wanpaku Duck Yume Bouken (Japan)","Wanpaku Duck Yume Bouken (Japan).nes",131072,DCB7C0A1,19A581BF9EA3F36F57777BBF635AAA38,932FC59188F00A3C99A5C4C65294295ABF075B0E
"Wanpaku Kokkun no Gourmet World (Japan)","Wanpaku Kokkun no Gourmet World (Japan).nes",262144,D568563F,B13B88BA50653822B399C8B8A1C40496,7C4B3149DB2E5CFF729B17B46B6E9719DF5B8A76
"War in the Gulf (Brazil) (Unl)","War in the Gulf (Brazil) (Unl).nes",262144,638DBC52,B2990A023217D5A26E89B554C9617954,A46CCD2A7784AB7C157CC3060357C4CFA3030977
"Wario no Mori (Japan)","Wario no Mori (Japan).nes",524288,03E2898F,2E33245E25340F079889ED0C6179CB5A,BDF3D18E9416A241F829E62A063FD6515128E856
"Wario's Woods (USA)","Wario's Woods (USA).nes",524288,F79A75D7,BEC7FA447C1C8E13A87BD4A5685CE563,602F640B3FE0CA47CF47DE6688779419A75487AC
"Wario's Woods (Europe)","Wario's Woods (Europe).nes",524288,668D1715,04E683B752E2768D4CA2F66550DA2FD2,1CEC3B2E93E81F0353BE25AD139ADDAE881DC69A
"Warpman (Japan)","Warpman (Japan).nes",24576,64BBCB77,DDDA8653EBC615881FDC67EF8D82169F,C667C5DC1C1760766198FC13CD5C9D8F61FCB940
"Wayne Gretzky Hockey (USA)","Wayne Gretzky Hockey (USA).nes",131072,15F0D3F1,4F12BAFB1F5457EDE7AAFCB77958F51D,F7C9B6694362C244234257153B14A4F1A6093F6C
"Wayne's World (USA)","Wayne's World (USA).nes",262144,B0CD000F,EABF71159FD071CFC36158CC983D2088,173D301EF2D7076C53011601E2848AB35DE9A9CB
"WCW World Championship Wrestling (USA)","WCW World Championship Wrestling (USA).nes",262144,5EA7D410,7F43974F12A0398BE95A423FD2951AC4,89C49A4F8D0FA4C970EC096147932839771B0427
"Wei Lai Xiao Zi (Asia) (Unl)","Wei Lai Xiao Zi (Asia) (Unl).nes",65536,CEC28502,669EB647103A9A80E114EC878DEBF665,6A1CB30D0EC613EBEBC1A1E42016377810DFF084
"Werewolf - The Last Warrior (USA)","Werewolf - The Last Warrior (USA).nes",262144,333C48A0,EB0030981C6CE9066AE9735D9A3B7273,DC4E54BBC56129F2BD72481A4E7723147E843313
"Werewolf - The Last Warrior (Europe)","Werewolf - The Last Warrior (Europe).nes",262144,5D0D3047,8FC182DC7847BF0B2C5DBF4DA47146B1,CE67D67445BDF3900CE7947E78D5D54053DDE3D3
"Western Kids (Japan)","Western Kids (Japan).nes",524288,0FD6BFC8,1F036597A6F8E55981D0FE0FB62D7121,11A0605507A6191DB0D52EAA567ADD08FB8374E6
"Wheel of Fortune (USA)","Wheel of Fortune (USA).nes",131072,FBF8A785,4957F64F5998BB9A6FDC2E3D5CFF6D71,3BAE1F0AD46CAF12838E269665E690BB7DCA9758
"Wheel of Fortune (USA) (Rev A)","Wheel of Fortune (USA) (Rev A).nes",131072,3368F7FB,01E50F38D5487B5D0C5D7DC2590DDD93,4AFCADA217C73BE2242CBFD1D2CF11D9AA26D88A
"Wheel of Fortune - Family Edition (USA)","Wheel of Fortune - Family Edition (USA).nes",131072,009AF6BE,7A29AD976584C822833C6C673934AB30,48100033895E83877F554AB539CB028ACAAC44AC
"Wheel of Fortune - Junior Edition (USA)","Wheel of Fortune - Junior Edition (USA).nes",131072,68383607,5D99BA6B7123AF25349E0D3C20A3D624,5BCF47901533372B7D9828380FCF32F11C6F9CE8
"Wheel of Fortune Starring Vanna White (USA)","Wheel of Fortune Starring Vanna White (USA).nes",131072,4220C170,8A9B281B40F18762924374A0698E10FC,A5C723F5B532623DCECBF5195ACDD822F093D1E2
"Where in Time Is Carmen Sandiego (USA)","Where in Time Is Carmen Sandiego (USA).nes",393216,917770D8,345239EF1A72C1A509ED1A06AEC2FCA6,3DEB589C2551A4FEA31EC5F6A5A6F67C59B19FAE
"Where's Waldo (USA)","Where's Waldo (USA).nes",262144,C3463A3D,A54E0ACFE88FFF67CB9DD5A94AC503FF,3D58821DFB43AB1781E6974CAE212C6BBE4B303B
"White Lion Densetsu (Japan)","White Lion Densetsu (Japan).nes",262144,850090BC,AB52A3E529F6017FE8678FBDB52C0B39,8F0C529E2ABEC1F3C8ABF1A214E47AEAFFC5EED2
"Who Framed Roger Rabbit (USA)","Who Framed Roger Rabbit (USA).nes",131072,12B2C361,7E79C4712BE2047006738D4BF61FA264,C8895753A379903F7B06F1D4A5CFB654F53390BB
"Whomp 'Em (USA)","Whomp 'Em (USA).nes",262144,6FD5A271,7D65F7B3AD4AB20AB92EEB7D720A677A,FB350A817DD9EDC7526695781C1867EF970E57B7
"Widget (USA)","Widget (USA).nes",262144,E7C981A2,276A823E7AF192BFCB28637404860D4B,D477C50188CB0051FE02CB057DB1B6A33DE59E01
"Wild Gunman (Japan, USA)","Wild Gunman (Japan, USA).nes",24576,B8B9ACA3,852B58F1F08AAEA4D3BCD3D72CD63270,B038D3C653DAA0E3D671E373A3813C971EE8EC85
"Wild Gunman (World) (Rev A)","Wild Gunman (World) (Rev A).nes",24576,5112DC21,4635D8D82A86E8B99390A0586C96D536,598958B8253CB1E6319D351B8FC50A169D863472
"Willow (USA)","Willow (USA).nes",262144,103E7E7F,831D2E895FD5424FFA0DB8AD2A009293,9976AD63F31B81049E6DE2950F5EE94C905DB5B3
"Willow (Europe)","Willow (Europe).nes",262144,D9323EE6,032F20705554BB6202017B4DED7D8639,ECC38571CD1D93B5FE19A5A112FFD38928CF40B9
"Willow (Japan)","Willow (Japan).nes",262144,752743EC,70CC689C0F16E91F41E0E6266B14AD9D,B811A528AD4D77E4AE5E7E061275E0461B184B95
"Wily & Light no Rockboard - That's Paradise (Japan)","Wily & Light no Rockboard - That's Paradise (Japan).nes",262144,23F4B48F,D4F59A4481496972C55B38F88C5F2C78,6B25180C4F73928FD7BA773D41635D32A20FDF3D
"Win, Lose or Draw (USA)","Win, Lose or Draw (USA).nes",131072,F74DFC91,34E80273409710FE007D87395F34430F,F859A74ADE59A9687AC53C9048023CD7BA994E52
"Wing of Madoola, The (Japan) (Sample)","Wing of Madoola, The (Japan) (Sample).nes",65536,62217BA7,B50A81722072E5D722CD9F2317DDF5D6,5D92DD0ADE21C6A6B41317D65AB7419EF2E6653A
"Winter Games (USA)","Winter Games (USA).nes",131072,52880295,2BFEB14969603BA4413ED270C09AB4CF,14C46252AD24EE5C219A37E906751FEA3FC0497F
"Winter Games (USA) (Rev A)","Winter Games (USA) (Rev A).nes",131072,969EF9E4,C3DC6FA0D09BF69A2F08B3A8D54C5BD5,899ACEF105506D2DF7D37AB1CC848699500E6499
"Wit's (Japan)","Wit's (Japan).nes",131072,B1B16B8A,771F035359BF785FC8BA80340C655693,BB40175966F18EFAD8D82BEBEA3D4D8444A133E6
"Wizardry - Knight of Diamonds - The Second Scenario (USA)","Wizardry - Knight of Diamonds - The Second Scenario (USA).nes",262144,6BC33D2F,81E178DF0C23EFC2E61FB8A3F5AB134F,98CBF6D8D410C6725B59C08C35A22F29C3531AA8
"Wizardry - Proving Grounds of the Mad Overlord (USA)","Wizardry - Proving Grounds of the Mad Overlord (USA).nes",262144,D9BB572C,227672ACA26C27DEF9C0FCF61B3B5F4D,6DB5A88F7FE6684A11B6604AA17734A0FB5256EC
"Wizardry - Proving Grounds of the Mad Overlord (Japan)","Wizardry - Proving Grounds of the Mad Overlord (Japan).nes",262144,498187B6,84BD62CA96D4FAF31DB1BBA308EFC150,E0B8709E9D8B803733BAAF1C9FB466C1283A41BC
"Wizardry II - Llylgamyn no Isan (Japan)","Wizardry II - Llylgamyn no Isan (Japan).nes",262144,55397DB3,7122C573440957049F390A1D882C0110,EF849128916713A91A287660D819075059D39CBA
"Wizardry III - Diamond no Kishi (Japan)","Wizardry III - Diamond no Kishi (Japan).nes",262144,5C123EF7,6BDE58635B7E54D182E357237D299862,146EE572C31C4FE04F9A06F75ADA988AC743F40C
"Wizards & Warriors (Europe)","Wizards & Warriors (Europe).nes",131072,5E6D9975,5BE7B2BA22150B1077590D3B15B4C562,D3F63259229B951DD55E59CE65D3415E3D993577
"Wizards & Warriors (USA)","Wizards & Warriors (USA).nes",131072,505F9715,4B326BE45681AF67BD37DF8FF18D1ACD,0305A626ACDC6523FF168725C402C6F81EC5B106
"Wizards & Warriors (USA) (Rev A)","Wizards & Warriors (USA) (Rev A).nes",131072,26535EF5,6C772338511C4BE83FA8DF3AADD10CD7,4BEB2E1C8CB14CFBC4E37CC266DB2A1B2FEA23CA
"Wizards & Warriors III - Kuros...Visions of Power (USA)","Wizards & Warriors III - Kuros...Visions of Power (USA).nes",262144,D2562072,183133512B214EFD6D085F987C7B2FA5,DA5DD98886A691950C22FD439DA5E2718709150A
"Wizards & Warriors III - Kuros...Visions of Power (Europe)","Wizards & Warriors III - Kuros...Visions of Power (Europe).nes",262144,806DE21E,29EDEBC9ED785D350158639E0C35AEAD,7C856725CB324E2CC3994773FB9A2462DC91DC48
"Wolverine (USA)","Wolverine (USA).nes",262144,35476E87,5EA6BB7F2995A8FC47A105412B88AB76,37B143AB583244D64E9CE7F7AC90543202970F69
"Woody Poko (Japan)","Woody Poko (Japan).nes",131072,ADB810F8,BBA0F609F389735A78B659FEBC753F72,FF93357A36F2B946E02F1A826A04C4F8C73EDF1B
"World Boxing (Japan)","World Boxing (Japan).nes",262144,4DCD15EE,FAFA6F2C753CA5D2B77110AD19BEB2A1,133A3C81A63C329FC0946B5986729C2CDEB5020F
"World Champ - Super Boxing Great Fight (USA)","World Champ - Super Boxing Great Fight (USA).nes",262144,8593E5AD,E8F365909BD0C5CC47898561CC5F9A93,84D2B96C2821FDC246DD876932F4E1752DF1CA73
"World Champ - Super Boxing Great Fight (Europe)","World Champ - Super Boxing Great Fight (Europe).nes",262144,9B05B278,93B3C1482B546287A87A4262E45D3DC2,CA7AE22E8934A9ACA0853406D4A074F1807D58E7
"World Class Track Meet (USA)","World Class Track Meet (USA).nes",65536,5734EB9E,FA5753CBD1579ECE147009DBE3DBB8DA,22806F1070617B4D3AA0FD82D005C1DED6CF8779
"World Class Track Meet (USA) (Rev A)","World Class Track Meet (USA) (Rev A).nes",65536,AF4010EA,CC5B16E64DA9048DC5B0A227DE6D423B,07F71F67DCA8D96D63E5CF4E1B90510DE3FEE67F
"World Games (USA)","World Games (USA).nes",131072,F613A8F9,5989866D8F955B49EEB06980EE7C491C,5F2169E2C5C171CD350375FC403910A48A965591
"World Grand-Prix - Pole to Finish (Japan)","World Grand-Prix - Pole to Finish (Japan).nes",262144,B5F7E661,4252E6C3E8E1CA703E8696974E83B801,58D85F49AA54B33BA211FE21D12AD75FEF3A9754
"World of Card Games, The (Asia) (Unl)","World of Card Games, The (Asia) (Unl).nes",24576,65B6AF68,6CF0D15F243B8AC56D7982D2CFA85C51,CF3B74B9AB12E7FA85ADE2EC3F430F3C8EFDDC74
"World Super Tennis (Japan)","World Super Tennis (Japan).nes",262144,41CC30A7,703EFB6ADE0DF5EF8EDACB1C1A01458C,527A3091C658CEF2D8D6E128AE2FEF16EF82E4FF
"Wrath of the Black Manta (Europe)","Wrath of the Black Manta (Europe).nes",262144,06689AA4,B6F5C83D7F9611322FCC79FE0F4D2245,FACA8D0BAF523B8F49763CA63520F091A9AD366E
"Wrath of the Black Manta (USA)","Wrath of the Black Manta (USA).nes",262144,F651398D,FC433643A7D76EC2121453B0B0DF8978,5C972003B62D7B1503FC4604E8B547635359F64A
"Wrath of the Black Manta (USA) (Rev A)","Wrath of the Black Manta (USA) (Rev A).nes",262144,3A8723B9,90B61FBB7CDBED8D51F7ECEB9C484C56,22D0C845B67F8F259A73F77D3E158AC90E69BD1B
"Wrecking Crew (World)","Wrecking Crew (World).nes",40960,9B506A48,E7D7225DAD044B624FBAD9C9CA96E835,DEE513DAD7223CFC81BCD859D0AAC6746349CB25
